Avg. Session Length,Time on App,Time on Website,Length of Membership
34.49726772511229,12.655651149166752,39.57766801952616,4.082620632952961
31.92627202636016,11.109460728682564,37.268958868297744,2.66403418213262
33.000914755642675,11.330278057777512,37.11059744212085,4.104543202376424
34.30555662975554,13.717513665142508,36.72128267790313,3.120178782748092
33.33067252364639,12.795188551078114,37.53665330059473,4.446308318351435
33.87103787934198,12.026925339755058,34.47687762925054,5.493507201364199
32.02159550138701,11.366348309710526,36.683776152869605,4.685017246570912
32.739142938380326,12.35195897300293,37.373358858547554,4.4342734348999375
33.98777289568564,13.386235275676434,37.534497341555735,3.2734335777477144
31.936548618448917,11.814128294972196,37.14516822352819,3.202806071553459
33.99257277495374,13.338975447662111,37.22580613162114,2.482607770510596
33.87936082480498,11.584782999535266,37.087926070983805,3.71320920294043
29.532428967057943,10.961298400154098,37.42021557502538,4.046423164299585
33.19033404372265,12.959226091609382,36.14466670004192,3.918541839158999
32.38797585315387,13.148725692056516,36.61995708279922,2.494543646659249
30.737720372628186,12.636606052000127,36.213763093698624,3.357846842326294
32.12538689728784,11.733861690857392,34.8940927514398,3.1361327164897803
32.33889932306719,12.0131946940144,38.38513659413844,2.420806160901484
32.187812045932155,14.7153875441565,38.24411459434352,1.516575580831944
32.61785606282345,13.989592555825254,37.19050380039796,4.064548550437977
32.91278511115979,11.365492025516156,37.60779252420698,4.599937357614995
33.50308725671972,12.87798369625634,37.44102133556604,1.559151939957077
31.531604482572902,13.378562784168986,38.73400628989712,2.2451477874052825
32.903250973372074,11.657575922065584,36.77260376125875,3.919302308553184
34.50755099852662,12.893669504071738,37.63575587790592,5.705153970601026
33.02933195350689,11.765812645482358,37.73852494557909,2.7217359920452187
33.54123131310037,12.78389178427502,36.430649621049305,4.648199316428601
32.33598963740772,13.007819424388568,37.85177916943607,2.996364526268539
33.11020505771776,11.982044994015611,35.29308775436051,3.923488745527437
33.10543794246846,11.965020002997898,37.27781174207212,4.742577519573315
33.24190043446127,12.305417813429443,36.16364817104465,3.062368145311689
33.46105629551836,10.869163814130363,35.62244242064545,3.471413452477678
32.175501237949376,13.387492105579694,35.69417498569782,4.343062915388998
32.72836000313375,13.1045072428758,38.878040506759845,2.8200972339734696
32.82030994541536,11.634893252550466,35.36862632536302,4.1245852967146535
33.61603789276768,11.936386499892285,38.76864099802668,3.649286157714702
31.72165236050904,11.75502370305383,36.7657223578584,1.8473704233395083
32.8653271748764,11.984417523634924,37.0443614002997,3.452388582630727
32.74936818112046,9.954975969174418,37.38831486719822,4.650491269094463
32.56723048027511,12.489013215743665,36.37147981406854,4.22243622534277
32.07054622092545,11.733106220383402,37.53429101112127,4.671275460906252
33.01954798572344,10.634561317920278,37.49669014561275,4.646119976606155
33.79203907501622,12.507525374016035,37.14286198458455,4.214495086037866
32.89398062181101,11.52987820576495,36.888086054199256,4.643258549800133
32.04448612744043,13.41493473585169,36.11243501077792,2.258686386946843
34.555767994657494,12.170525424959395,39.13109673366661,3.663105491283854
34.56455770619167,13.14655143290706,37.33544589432572,3.8768751769237673
32.726784597863976,12.988510147185291,36.46200325853961,4.113226122724209
33.117218732994786,11.86412635894251,36.58272776540628,3.202531199210734
31.66104982274608,11.398064190096813,36.59445670006827,3.198399271684906
33.25633546983111,13.85806246213124,37.78026468722867,5.97676812602
33.90022441401576,10.956790967791653,37.266878259420906,2.952668957921736
34.18777482695728,10.320116255059192,37.45340510152358,2.0948917061051766
33.76206923913139,9.98451439654646,35.93344930095986,3.85547168456418
34.390163664343326,12.64519514084352,38.46832110587932,2.874596910303952
33.92529660119954,11.588655423353044,35.25224202243303,3.3920504890738385
32.68822929602445,13.761532847115612,39.25293095040623,2.995761182613056
34.3018702154015,10.56829468563276,36.17312563197192,3.315224753915403
32.843930222655175,11.832286222863628,36.81401056250368,3.4719191365417483
33.75499472831927,12.06415663219932,37.271221692501925,3.9705556280753487
33.879784289702826,12.495591602384836,38.05260975257308,4.639320331857264
33.07653560709715,9.607314687519166,36.49399254673739,5.081210092491108
32.22729913636721,13.728627177429864,37.99702800956553,4.802630630523376
32.789772618310714,11.670065919118978,37.4087484767376,3.414688422504897
32.77260992960089,13.276313008175377,36.60077705432864,3.462298847460372
34.374258045247466,15.126994288792469,37.15762409406526,5.377593583586978
33.0787172146689,12.695789749023144,35.358444307206696,4.001786345798084
32.80522040097184,11.835476087614284,36.375066106372905,3.4395905595500764
32.43075793005128,11.306232344673576,37.68040322813719,2.7795207192736093
32.179099972602344,11.187538910878676,40.005181638101895,3.5526497674265176
33.15417578832186,11.887494133971662,36.265000697022046,2.6022871120328714
34.33589583979252,12.2289347111239,36.1571911511149,4.694322274442824
32.38625185558597,10.674653472691904,38.00658317947767,3.4015223445155094
32.80869759268502,12.817113090284248,37.03153921676629,3.8515788003584657
33.87974496798125,13.5878060830337,38.260353442660126,3.25811288288828
32.04983939045731,12.238057349986248,38.73086173541955,3.120568914816974
33.55520742143224,11.55182116621942,36.628834292811774,2.837943164069798
33.14207932732039,11.433379933334455,35.89243163440533,4.470282584120023
32.59718265981362,10.889566863427978,38.21257083414733,4.442054329011166
33.167136876950536,11.928842093866267,36.91463331144087,3.164943995285113
31.514737857801983,12.595671305072534,39.6003764658614,3.7517345520890513
34.59402114954151,10.947258584185183,35.88399438701215,3.159754443950926
33.50136982210362,13.898081993497067,37.0589128165069,4.130562809236323
32.40237101796123,10.875559548189257,37.78114255999947,1.9140899242311
34.65548567957987,10.33807269503854,36.15725594420065,4.396651901097083
31.809300316679188,11.634668217942473,36.182539282355286,5.113319474870622
33.877779300122526,12.517666287393077,37.15192066097144,2.669941624279581
34.447871436480774,10.607723870859086,36.81909551318471,3.3664637433729325
31.956300560523367,12.8288933950187,36.951616684246815,4.571213023779052
32.6055836415705,12.068816079691766,36.1050004999139,3.917451119136939
